symbol,name,industry,series,isin,exchange,trading_symbol,scrip_code,search_aliases,enabled
BSE:544656,HRS Aluglaze Ltd,BSE Equity,M,INE1E1V01017,BSE,HRS,544656,544656 HRS INE1E1V01017 HRS Aluglaze Ltd,true
BSE:544657,Pajson Agro India Ltd,BSE Equity,M,INE14LM01012,BSE,PAJSON,544657,544657 PAJSON INE14LM01012 Pajson Agro India Ltd,true
BSE:544659,Stanbik Agro Ltd,BSE Equity,M,INE16QA01011,BSE,STANBIK,544659,544659 STANBIK INE16QA01011 Stanbik Agro Ltd,true
BSE:544660,Mirae Asset Nifty Top 20 Equal Weight ETF,BSE Equity,B,INF769K01PZ5,BSE,TOP20,544660,544660 TOP20 INF769K01PZ5 Mirae Asset Nifty Top 20 Equal Weight ETF,true
BSE:544661,Mirae Asset BSE 500 Dividend Leaders 50 ETF,BSE Equity,B,INF769K01PY8,BSE,DIVIDEND,544661,544661 DIVIDEND INF769K01PY8 Mirae Asset BSE 500 Dividend Leaders 50 ETF,true
BSE:544662,Simandhar Impex Ltd,BSE Equity,X,INE0VI201010,BSE,SIMANDHAR,544662,544662 SIMANDHAR INE0VI201010 Simandhar Impex Ltd,true
BSE:544663,Neptune Logitek Ltd,BSE Equity,MT,INE1NQ501012,BSE,NEPLOG,544663,544663 NEPLOG INE1NQ501012 Neptune Logitek Ltd,true
BSE:544665,Global Ocean Logistics India Ltd,BSE Equity,M,INE1ITY01011,BSE,GLOBALLOG,544665,544665 GLOBALLOG INE1ITY01011 Global Ocean Logistics India Ltd,true
BSE:544667,Dachepalli Publishers Ltd,BSE Equity,MT,INE1F9M01018,BSE,DACHEPALLI,544667,544667 DACHEPALLI INE1F9M01018 Dachepalli Publishers Ltd,true
BSE:544668,Nanta Tech Ltd,BSE Equity,MT,INE0YJA01011,BSE,NANTA,544668,544668 NANTA INE0YJA01011 Nanta Tech Ltd,true
BSE:544669,Admach Systems Ltd,BSE Equity,MT,INE0XLO01010,BSE,ADMACH,544669,544669 ADMACH INE0XLO01010 Admach Systems Ltd,true
BSE:544670,Bai-Kakaji Polymers Ltd,BSE Equity,M,INE1IJQ01026,BSE,BAIKAKAJI,544670,544670 BAIKAKAJI INE1IJQ01026 Bai-Kakaji Polymers Ltd,true
BSE:544671,Apollo Techno Industries Ltd,BSE Equity,M,INE0X4A01013,BSE,ATIL,544671,544671 ATIL INE0X4A01013 Apollo Techno Industries Ltd,true
BSE:544673,Modern Diagnostic & Research Centre Ltd,BSE Equity,M,INE1HK501016,BSE,MDRC,544673,544673 MDRC INE1HK501016 Modern Diagnostic & Research Centre Ltd,true
BSE:544674,DSP Nifty Next 50 ETF,BSE Equity,B,INF740KA1XU7,BSE,NEXT50ADD,544674,544674 NEXT50ADD INF740KA1XU7 DSP Nifty Next 50 ETF,true
BSE:544675,Gabion Technologies India Ltd,BSE Equity,M,INE1H1501013,BSE,GTIL,544675,544675 GTIL INE1H1501013 Gabion Technologies India Ltd,true
BSE:544676,Yajur Fibres Ltd,BSE Equity,MT,INE0CNJ01010,BSE,YAJUR,544676,544676 YAJUR INE0CNJ01010 Yajur Fibres Ltd,true
BSE:544677,Defrail Technologies Ltd,BSE Equity,M,INE0ZE201010,BSE,DEFRAIL,544677,544677 DEFRAIL INE0ZE201010 Defrail Technologies Ltd,true
BSE:544680,Narmadesh Brass Industries Ltd,BSE Equity,MT,INE0S1B01014,BSE,NARMADESH,544680,544680 NARMADESH INE0S1B01014 Narmadesh Brass Industries Ltd,true
BSE:544681,INDO SMC Ltd,BSE Equity,MT,INE0WKY01013,BSE,INDOSMC,544681,544681 INDOSMC INE0WKY01013 INDO SMC Ltd,true
BSE:544682,GRE Renew Enertech Ltd,BSE Equity,MT,INE0U8P01015,BSE,GRERENEW,544682,544682 GRERENEW INE0U8P01015 GRE Renew Enertech Ltd,true
BSE:544683,Aritas Vinyl Ltd,BSE Equity,MT,INE1D8001016,BSE,ARITAS,544683,544683 ARITAS INE1D8001016 Aritas Vinyl Ltd,true
BSE:544684,Digilogic Systems Ltd,BSE Equity,M,INE1OOT01028,BSE,DIGILOGIC,544684,544684 DIGILOGIC INE1OOT01028 Digilogic Systems Ltd,true
BSE:544686,Shayona Engineering Ltd,BSE Equity,M,INE0UCL01011,BSE,SHAYONAENG,544686,544686 SHAYONAENG INE0UCL01011 Shayona Engineering Ltd,true
BSE:544687,Hannah Joseph Hospital Ltd,BSE Equity,MT,INE0JVH01012,BSE,HANNAH,544687,544687 HANNAH INE0JVH01012 Hannah Joseph Hospital Ltd,true
BSE:544688,Kasturi Metal Composite Ltd,BSE Equity,M,INE0T1301023,BSE,KASTURI,544688,544688 KASTURI INE0T1301023 Kasturi Metal Composite Ltd,true
BSE:544689,Arudha Hybrid Long- Short Fund Regular Plan-Growth,BSE Equity,B,INF194K30010,BSE,ARSIFHRG,544689,544689 ARSIFHRG INF194K30010 Arudha Hybrid Long- Short Fund Regular Plan-Growth,true
BSE:544690,Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW,BSE Equity,B,INF194K30051,BSE,ARSIFHRMD,544690,544690 ARSIFHRMD INF194K30051 Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW,true
BSE:544691,Arudha Hybrid Long- Short Fund Direct Plan-Growth,BSE Equity,B,INF194K30184,BSE,ARSIFHDG,544691,544691 ARSIFHDG INF194K30184 Arudha Hybrid Long- Short Fund Direct Plan-Growth,true
BSE:544692,Arudha Hybrid Long- Short Fund Direct Plan-Half yearly IDCW,BSE Equity,B,INF194K30242,BSE,ARSIFHRHD,544692,544692 ARSIFHRHD INF194K30242 Arudha Hybrid Long- Short Fund Direct Plan-Half yearly IDCW,true
BSE:544693,Kanishk Aluminium India Ltd,BSE Equity,MT,INE163401016,BSE,KANISHK,544693,544693 KANISHK INE163401016 Kanishk Aluminium India Ltd,true
BSE:544694,Accretion Nutraveda Ltd,BSE Equity,MT,INE1KVQ01019,BSE,ANL,544694,544694 ANL INE1KVQ01019 Accretion Nutraveda Ltd,true
BSE:544695,Msafe Equipments Ltd,BSE Equity,MT,INE2B5L01011,BSE,MSAFE,544695,544695 MSAFE INE2B5L01011 Msafe Equipments Ltd,true
BSE:544696,iSIF Hybrid Long-Short Fund - Growth,BSE Equity,B,INF109K30018,BSE,ISIFHLSG,544696,544696 ISIFHLSG INF109K30018 iSIF Hybrid Long-Short Fund - Growth,true
BSE:544697,iSIF Hybrid Long-Short Fund - Direct Plan - Growth,BSE Equity,B,INF109K30026,BSE,ISIFHLSDG,544697,544697 ISIFHLSDG INF109K30026 iSIF Hybrid Long-Short Fund - Direct Plan - Growth,true
BSE:544698,PAN HR Solution Ltd,BSE Equity,MT,INE1N9E01015,BSE,PANHR,544698,544698 PANHR INE1N9E01015 PAN HR Solution Ltd,true
BSE:544701,Mirae Asset Nifty 500 Healthcare ETF,BSE Equity,B,INF769K01QA6,BSE,HEALTHCARE,544701,544701 HEALTHCARE INF769K01QA6 Mirae Asset Nifty 500 Healthcare ETF,true
BSE:544704,Mirae Asset Nifty India Infrastructure & LogisticsETF,BSE Equity,B,INF769K01QB4,BSE,INFRA,544704,544704 INFRA INF769K01QB4 Mirae Asset Nifty India Infrastructure & LogisticsETF,true
BSE:544705,Mirae Asset BSE India Defence ETF,BSE Equity,B,INF769K01QC2,BSE,DEFENCE,544705,544705 DEFENCE INF769K01QC2 Mirae Asset BSE India Defence ETF,true
BSE:544706,Aditya Birla Sun Life MSCI India ETF,BSE Equity,B,INF209KC1662,BSE,ABSLMSCIN,544706,544706 ABSLMSCIN INF209KC1662 Aditya Birla Sun Life MSCI India ETF,true
BSE:544707,Fractal Industries Ltd,BSE Equity,M,INE1W3Q01011,BSE,FIL,544707,544707 FIL INE1W3Q01011 Fractal Industries Ltd,true
BSE:544708,Yashhtej Industries (India) Ltd,BSE Equity,MT,INE1O6P01016,BSE,YASHHTEJ,544708,544708 YASHHTEJ INE1O6P01016 Yashhtej Industries (India) Ltd,true
BSE:544710,Accord Transformer & Switchgear Ltd,BSE Equity,M,INE132201018,BSE,ACCORDTS,544710,544710 ACCORDTS INE132201018 Accord Transformer & Switchgear Ltd,true
BSE:544711,Kiaasa Retail Ltd,BSE Equity,M,INE1C3F01018,BSE,KIAASA,544711,544711 KIAASA INE1C3F01018 Kiaasa Retail Ltd,true
BSE:544719,Aditya Birla Sun Life BSE Top 10 Banks ETF,BSE Equity,B,INF209KC1670,BSE,ABSL10BANK,544719,544719 ABSL10BANK INF209KC1670 Aditya Birla Sun Life BSE Top 10 Banks ETF,true
BSE:544721,Groww BSE Hospitals ETF,BSE Equity,B,INF666M01OD9,BSE,GROWWHOSPI,544721,544721 GROWWHOSPI INF666M01OD9 Groww BSE Hospitals ETF,true
BSE:544722,SBI Nifty Midcap 150 Momentum 50 ETF,BSE Equity,B,INF200KB1AJ0,BSE,SBIMIDMOM,544722,544722 SBIMIDMOM INF200KB1AJ0 SBI Nifty Midcap 150 Momentum 50 ETF,true
BSE:544724,Elfin Agro India Ltd,BSE Equity,MT,INE1FEW01013,BSE,ELFIN,544724,544724 ELFIN INE1FEW01013 Elfin Agro India Ltd,true
BSE:544725,DSP BSE Top 10 Banks ETF,BSE Equity,B,INF740KA1YH2,BSE,BANK10ADD,544725,544725 BANK10ADD INF740KA1YH2 DSP BSE Top 10 Banks ETF,true
BSE:544735,Novus Loyalty Ltd,BSE Equity,M,INE1TFS01019,BSE,NOVUS,544735,544735 NOVUS INE1TFS01019 Novus Loyalty Ltd,true
BSE:544737,Mirae Asset Nifty 500 Value 50 ETF,BSE Equity,B,INF769K01QV2,BSE,VALUE,544737,544737 VALUE INF769K01QV2 Mirae Asset Nifty 500 Value 50 ETF,true
BSE:544738,Speciality Medicines Ltd,BSE Equity,MT,INE0R0M01014,BSE,SPML,544738,544738 SPML INE0R0M01014 Speciality Medicines Ltd,true
BSE:544740,Tipco Engineering India Ltd,BSE Equity,MT,INE1U6D01014,BSE,TIPCO,544740,544740 TIPCO INE1U6D01014 Tipco Engineering India Ltd,true
BSE:544741,Highness Microelectronics Ltd,BSE Equity,MT,INE1KI801019,BSE,HIGHNESS,544741,544741 HIGHNESS INE1KI801019 Highness Microelectronics Ltd,true
BSE:544745,SBI Nifty Midcap 150 ETF,BSE Equity,B,INF200KB1AK8,BSE,SBINMID150,544745,544745 SBINMID150 INF200KB1AK8 SBI Nifty Midcap 150 ETF,true
BSE:544746,Safety Controls & Devices Ltd,BSE Equity,M,INE0UMH01018,BSE,SCDL,544746,544746 SCDL INE0UMH01018 Safety Controls & Devices Ltd,true
BSE:544747,Emiac Technologies Ltd,BSE Equity,M,INE1OSW01015,BSE,EMIAC,544747,544747 EMIAC INE1OSW01015 Emiac Technologies Ltd,true
BSE:544749,Arudha Hybrid Long- Short Fund Direct Plan-Annual IDCW,BSE Equity,B,INF194K30259,BSE,ARSIFHDAD,544749,544749 ARSIFHDAD INF194K30259 Arudha Hybrid Long- Short Fund Direct Plan-Annual IDCW,true
BSE:544751,Mehul Telecom Ltd,BSE Equity,M,INE1K0V01011,BSE,MTL,544751,544751 MTL INE1K0V01011 Mehul Telecom Ltd,true
BSE:544755,Recode Studios Ltd,BSE Equity,M,INE2B6701015,BSE,RECODE,544755,544755 RECODE INE2B6701015 Recode Studios Ltd,true
BSE:544759,Goldline Pharmaceutical Ltd,BSE Equity,M,INE1CLW01015,BSE,GLPL,544759,544759 GLPL INE1CLW01015 Goldline Pharmaceutical Ltd,true
BSE:544760,DSP Nifty FMCG ETF,BSE Equity,B,INF740KA1ZA4,BSE,FMCGADD,544760,544760 FMCGADD INF740KA1ZA4 DSP Nifty FMCG ETF,true
BSE:544761,Edelweiss Nifty Next 50 ETF,BSE Equity,B,INF754K01XF3,BSE,ENEXT50,544761,544761 ENEXT50 INF754K01XF3 Edelweiss Nifty Next 50 ETF,true
BSE:544762,SBI Nifty200 Value 30 ETF,BSE Equity,B,INF200KB1AX1,BSE,SBIVALETF,544762,544762 SBIVALETF INF200KB1AX1 SBI Nifty200 Value 30 ETF,true
BSE:544763,SBI Nifty Smallcap 250 ETF,BSE Equity,B,INF200KB1AY9,BSE,SBISMLETF,544763,544763 SBISMLETF INF200KB1AY9 SBI Nifty Smallcap 250 ETF,true
BSE:544765,Vegorama Punjabi Angithi Ltd,BSE Equity,M,INE1L3801017,BSE,VPAL,544765,544765 VPAL INE1L3801017 Vegorama Punjabi Angithi Ltd,true
BSE:544766,360 ONE MSCI India ETF,BSE Equity,B,INF579M01BP5,BSE,MSCI360,544766,544766 MSCI360 INF579M01BP5 360 ONE MSCI India ETF,true
BSE:544767,Autofurnish Ltd,BSE Equity,M,INE18HI01019,BSE,AFLTD,544767,544767 AFLTD INE18HI01019 Autofurnish Ltd,true
BSE:544768,M.R.Maniveni Foods Ltd,BSE Equity,M,INE0YD301010,BSE,MANIVENI,544768,544768 MANIVENI INE0YD301010 M.R.Maniveni Foods Ltd,true
BSE:544769,Harikanta Overseas Ltd,BSE Equity,M,INE1UYW01010,BSE,HARIKANTA,544769,544769 HARIKANTA INE1UYW01010 Harikanta Overseas Ltd,true
BSE:544770,Yaashvi Jewellers Ltd,BSE Equity,M,INE1T6L01010,BSE,YAASHVI,544770,544770 YAASHVI INE1T6L01010 Yaashvi Jewellers Ltd,true
BSE:544771,Rajnandini Fashion India Ltd,BSE Equity,M,INE1GM501015,BSE,RFIL,544771,544771 RFIL INE1GM501015 Rajnandini Fashion India Ltd,true
BSE:544772,Aureate Tradde Ltd,BSE Equity,M,INE1KVL01010,BSE,AUREATE,544772,544772 AUREATE INE1KVL01010 Aureate Tradde Ltd,true
BSE:544773,Merritronix Ltd,BSE Equity,M,INE1RQS01010,BSE,MRTX,544773,544773 MRTX INE1RQS01010 Merritronix Ltd,true
BSE:544774,SMR Jewels Ltd,BSE Equity,M,INE11XK01017,BSE,SMR,544774,544774 SMR INE11XK01017 SMR Jewels Ltd,true
BSE:544775,iSIF Active Asset Allocator Long-Short Fund - Growth,BSE Equity,B,INF109K30059,BSE,ISIFAAFG,544775,544775 ISIFAAFG INF109K30059 iSIF Active Asset Allocator Long-Short Fund - Growth,true
BSE:544776,iSIF Active Asset Allocator Long-Short Fund - Direct Plan - Growth,BSE Equity,B,INF109K30067,BSE,ISIFAAFDG,544776,544776 ISIFAAFDG INF109K30067 iSIF Active Asset Allocator Long-Short Fund - Direct Plan - Growth,true
BSE:544778,Vahh Chemicals Ltd,BSE Equity,M,INE0H3U01013,BSE,VAHH,544778,544778 VAHH INE0H3U01013 Vahh Chemicals Ltd,true
BSE:544779,UHM Vacation Ltd,BSE Equity,M,INE0YZ901011,BSE,UHMVL,544779,544779 UHMVL INE0YZ901011 UHM Vacation Ltd,true
BSE:544786,Schneider Electric President Systems Ltd,BSE Equity,B,INE155D01018,BSE,SELECTRIC,544786,544786 SELECTRIC INE155D01018 Schneider Electric President Systems Ltd,true
BSE:544787,Platinum Hybrid Long-Short Fund- Regular plan growth,BSE Equity,B,INF769K30019,BSE,PHLSRG,544787,544787 PHLSRG INF769K30019 Platinum Hybrid Long-Short Fund- Regular plan growth,true
BSE:544788,Platinum Hybrid Long-Short Fund- Regular plan IDCW reinvestments,BSE Equity,B,INF769K30027,BSE,PHLSRDI,544788,544788 PHLSRDI INF769K30027 Platinum Hybrid Long-Short Fund- Regular plan IDCW reinvestments,true
BSE:544789,Platinum Hybrid Long-Short Fund – Regular plan IDCW payout,BSE Equity,B,INF769K30035,BSE,PHLSRDP,544789,544789 PHLSRDP INF769K30035 Platinum Hybrid Long-Short Fund – Regular plan IDCW payout,true
BSE:544790,Platinum Hybrid Long-Short Fund – Direct Plan growth,BSE Equity,B,INF769K30043,BSE,PHLSDG,544790,544790 PHLSDG INF769K30043 Platinum Hybrid Long-Short Fund – Direct Plan growth,true
BSE:544791,Platinum Hybrid Long-Short Fund – Direct Plan IDCW reinvestments,BSE Equity,B,INF769K30050,BSE,PHLSDDI,544791,544791 PHLSDDI INF769K30050 Platinum Hybrid Long-Short Fund – Direct Plan IDCW reinvestments,true
BSE:544792,Platinum Hybrid Long-Short Fund – Direct Plan IDCW payout,BSE Equity,B,INF769K30068,BSE,PHLSDDP,544792,544792 PHLSDDP INF769K30068 Platinum Hybrid Long-Short Fund – Direct Plan IDCW payout,true
BSE:544793,Susan Electricals India Ltd,BSE Equity,M,INE2L0V01019,BSE,SUSAN,544793,544793 SUSAN INE2L0V01019 Susan Electricals India Ltd,true
BSE:544794,Horizon Reclaim (India) Ltd,BSE Equity,M,INE1SEO01013,BSE,HORIZON,544794,544794 HORIZON INE1SEO01013 Horizon Reclaim (India) Ltd,true
BSE:544795,ICICI Prudential Nifty Smallcap 250 ETF,BSE Equity,B,INF109K1A476,BSE,SMALLIETF,544795,544795 SMALLIETF INF109K1A476 ICICI Prudential Nifty Smallcap 250 ETF,true
BSE:544796,Liotech Industries Ltd,BSE Equity,M,INE0TKX01011,BSE,LIOTECH,544796,544796 LIOTECH INE0TKX01011 Liotech Industries Ltd,true
BSE:544797,Leapfrog Engineering Services Ltd,BSE Equity,M,INE0X6O01027,BSE,LESL,544797,544797 LESL INE0X6O01027 Leapfrog Engineering Services Ltd,true
BSE:544798,Diksha Polymers Ltd,BSE Equity,M,INE1OSI01014,BSE,DIKSHA,544798,544798 DIKSHA INE1OSI01014 Diksha Polymers Ltd,true
BSE:544800,Anubhav Plast Ltd,BSE Equity,M,INE1O7201010,BSE,ANUBHAV,544800,544800 ANUBHAV INE1O7201010 Anubhav Plast Ltd,true
BSE:544804,Riyaasat Lifestyle Ltd,BSE Equity,M,INE0KYI01012,BSE,RIYAASAT,544804,544804 RIYAASAT INE0KYI01012 Riyaasat Lifestyle Ltd,true
BSE:544805,Jivial Industries Ltd,BSE Equity,M,INE0V3T01017,BSE,JIVIAL,544805,544805 JIVIAL INE0V3T01017 Jivial Industries Ltd,true
BSE:544807,Crazy Snacks Ltd,BSE Equity,M,INE0RBX01014,BSE,CRAZY,544807,544807 CRAZY INE0RBX01014 Crazy Snacks Ltd,true
BSE:544809,Adon Agro Commodities Ltd,BSE Equity,M,INE1SME01017,BSE,ADON,544809,544809 ADON INE1SME01017 Adon Agro Commodities Ltd,true
BSE:544810,Sampark India Logistics Ltd,BSE Equity,M,INE147701010,BSE,SILL,544810,544810 SILL INE147701010 Sampark India Logistics Ltd,true
BSE:544811,Kratikal Tech Ltd,BSE Equity,M,INE1L0M01019,BSE,KRATIKAL,544811,544811 KRATIKAL INE1L0M01019 Kratikal Tech Ltd,true
BSE:544812,Atharva Poly-Plast Ltd,BSE Equity,M,INE226801012,BSE,ATHARVA,544812,544812 ATHARVA INE226801012 Atharva Poly-Plast Ltd,true
BSE:544813,Seemax Resources Ltd,BSE Equity,M,INE1EVO01017,BSE,SEEMAX,544813,544813 SEEMAX INE1EVO01017 Seemax Resources Ltd,true
BSE:544815,Infinity Hybrid Long-Short Fund Direct Growth,BSE Equity,B,INF174K30012,BSE,INSIFHLSDG,544815,544815 INSIFHLSDG INF174K30012 Infinity Hybrid Long-Short Fund Direct Growth,true
BSE:544817,Infinity Hybrid Long-Short Fund-Direct- IDCW Reinvestment,BSE Equity,B,INF174K30038,BSE,INSIFHLSDR,544817,544817 INSIFHLSDR INF174K30038 Infinity Hybrid Long-Short Fund-Direct- IDCW Reinvestment,true
BSE:544818,Infinity Hybrid Long-Short Fund-Regular-Growth,BSE Equity,B,INF174K30046,BSE,INSIFHLSRG,544818,544818 INSIFHLSRG INF174K30046 Infinity Hybrid Long-Short Fund-Regular-Growth,true
BSE:544819,Infinity Hybrid Long-Short Fund-Regular - IDCW Payout,BSE Equity,B,INF174K30053,BSE,INSIFHLSRD,544819,544819 INSIFHLSRD INF174K30053 Infinity Hybrid Long-Short Fund-Regular - IDCW Payout,true
BSE:544820,Infinity Hybrid Long-Short Fund-Regular-IDCW Reinvestment,BSE Equity,B,INF174K30061,BSE,INSIFHLSRR,544820,544820 INSIFHLSRR INF174K30061 Infinity Hybrid Long-Short Fund-Regular-IDCW Reinvestment,true
BSE:544823,Devson Catalyst Ltd,BSE Equity,MT,INE2KRP01017,BSE,DEVSON,544823,544823 DEVSON INE2KRP01017 Devson Catalyst Ltd,true
BSE:544826,Millworks Technologies Ltd,BSE Equity,MT,INE1SRC01010,BSE,MILLWORKS,544826,544826 MILLWORKS INE1SRC01010 Millworks Technologies Ltd,true
BSE:544827,Bajaj Finserv BSE Top 10 Banks ETF,BSE Equity,B,INF0QA701CI0,BSE,BANK10BETF,544827,544827 BANK10BETF INF0QA701CI0 Bajaj Finserv BSE Top 10 Banks ETF,true
BSE:544830,Mirae Asset BSE Midcap 150 Momentum 30 ETF,BSE Equity,B,INF769K01RC0,BSE,MOMMIDCAP,544830,544830 MOMMIDCAP INF769K01RC0 Mirae Asset BSE Midcap 150 Momentum 30 ETF,true
BSE:544831,Meenakshi India Ltd,BSE Equity,T,INE208H01016,BSE,MEEIND,544831,544831 MEEIND INE208H01016 Meenakshi India Ltd,true
BSE:544832,Sotefin Bharat Ltd,BSE Equity,MT,INE12Z301012,BSE,SOTEFIN,544832,544832 SOTEFIN INE12Z301012 Sotefin Bharat Ltd,true
BSE:555555,ICICI Prudential BSE Sensex ETF,BSE Equity,A,INF346A01034,BSE,SENSEXIETF,555555,555555 SENSEXIETF INF346A01034 ICICI Prudential BSE Sensex ETF,true
BSE:590103,Nippon India ETF Nifty 50 BeES,BSE Equity,B,INF204KB14I2,BSE,NIFTYBEES,590103,590103 NIFTYBEES INF204KB14I2 Nippon India ETF Nifty 50 BeES,true
BSE:590104,Nippon India ETF Nifty Next 50 Junior BeES,BSE Equity,B,INF732E01045,BSE,JUNIORBEES,590104,590104 JUNIORBEES INF732E01045 Nippon India ETF Nifty Next 50 Junior BeES,true
BSE:590106,Nippon India ETF Nifty Bank BeES,BSE Equity,B,INF204KB15I9,BSE,BANKBEES,590106,590106 BANKBEES INF204KB15I9 Nippon India ETF Nifty Bank BeES,true
BSE:590107,Kotak Nifty PSU Bank ETF,BSE Equity,B,INF174KA1A86,BSE,PSUBANK,590107,590107 PSUBANK INF174KA1A86 Kotak Nifty PSU Bank ETF,true
BSE:590108,Nippon India ETF Nifty PSU Bank BeES,BSE Equity,B,INF204KB16I7,BSE,PSUBNKBEES,590108,590108 PSUBNKBEES INF204KB16I7 Nippon India ETF Nifty PSU Bank BeES,true
BSE:590109,Nippon India ETF Nifty 50 Shariah BeES,BSE Equity,B,INF732E01128,BSE,SHARIABEES,590109,590109 SHARIABEES INF732E01128 Nippon India ETF Nifty 50 Shariah BeES,true
BSE:590110,Quantum Nifty 50 ETF,BSE Equity,B,INF082J01499,BSE,QNIFTY,590110,590110 QNIFTY INF082J01499 Quantum Nifty 50 ETF,true
BSE:590115,Motilal Oswal Nifty 50 ETF,BSE Equity,B,INF247L01536,BSE,MOM50,590115,590115 MOM50 INF247L01536 Motilal Oswal Nifty 50 ETF,true
BSE:590136,Kotak Nifty Bank ETF,BSE Equity,B,INF174KA1ZB7,BSE,BANKNIFTY1,590136,590136 BANKNIFTY1 INF174KA1ZB7 Kotak Nifty Bank ETF,true
BSE:590137,SBI-ETF NIFTY BANK,BSE Equity,B,INF200KA1580,BSE,SETFNIFBK,590137,590137 SETFNIFBK INF200KA1580 SBI-ETF NIFTY BANK,true
BSE:590138,SBI-ETF NIFTY 50,BSE Equity,B,INF200KA1FS1,BSE,SETFNIF50,590138,590138 SETFNIF50 INF200KA1FS1 SBI-ETF NIFTY 50,true
BSE:590139,Kotak Nifty 1D Rate Liquid ETF,BSE Equity,B,INF174KA1LV5,BSE,LIQUID1,590139,590139 LIQUID1 INF174KA1LV5 Kotak Nifty 1D Rate Liquid ETF,true
BSE:590141,Nippon India ETF Nifty IT,BSE Equity,B,INF204KB15V2,BSE,ITBEES,590141,590141 ITBEES INF204KB15V2 Nippon India ETF Nifty IT,true
BSE:590142,Nippon India Nifty Pharma ETF,BSE Equity,B,INF204KC1089,BSE,PHARMABEES,590142,590142 PHARMABEES INF204KC1089 Nippon India Nifty Pharma ETF,true
BSE:590144,Nippon India ETF Nifty Midcap 150,BSE Equity,B,INF204KB1V68,BSE,MID150BEES,590144,590144 MID150BEES INF204KB1V68 Nippon India ETF Nifty Midcap 150,true
BSE:590148,Motilal Oswal Nifty Smallcap 250 ETF,BSE Equity,B,INF247L01CH6,BSE,MOSMALL250,590148,590148 MOSMALL250 INF247L01CH6 Motilal Oswal Nifty Smallcap 250 ETF,true
BSE:590149,Motilal Oswal Nifty Capital Market ETF,BSE Equity,B,INF247L01EV3,BSE,MOCAPITAL,590149,590149 MOCAPITAL INF247L01EV3 Motilal Oswal Nifty Capital Market ETF,true
BSE:590150,Motilal Oswal Nifty Realty ETF,BSE Equity,B,INF247L01CI4,BSE,MOREALTY,590150,590150 MOREALTY INF247L01CI4 Motilal Oswal Nifty Realty ETF,true
BSE:590151,Motilal Oswal Nifty 500 Momentum 50 ETF,BSE Equity,B,INF247L01DK8,BSE,MOMENTUM50,590151,590151 MOMENTUM50 INF247L01DK8 Motilal Oswal Nifty 500 Momentum 50 ETF,true
BSE:590152,Motilal Oswal Nifty India Defence ETF,BSE Equity,B,INF247L01DJ0,BSE,MODEFENCE,590152,590152 MODEFENCE INF247L01DJ0 Motilal Oswal Nifty India Defence ETF,true
BSE:590153,Motilal Oswal Nifty 500 ETF,BSE Equity,B,INF247L01BU1,BSE,MONIFTY500,590153,590153 MONIFTY500 INF247L01BU1 Motilal Oswal Nifty 500 ETF,true
BSE:590154,Kotak Nifty Alpha 50 ETF,BSE Equity,B,INF174KA1IA5,BSE,ALPHA,590154,590154 ALPHA INF174KA1IA5 Kotak Nifty Alpha 50 ETF,true
BSE:590157,Groww Nifty India Defence ETF,BSE Equity,B,INF666M01IO8,BSE,GROWWDEFNC,590157,590157 GROWWDEFNC INF666M01IO8 Groww Nifty India Defence ETF,true
BSE:590158,Groww Nifty India Railways PSU ETF,BSE Equity,B,INF666M01JJ6,BSE,GROWWRAIL,590158,590158 GROWWRAIL INF666M01JJ6 Groww Nifty India Railways PSU ETF,true
BSE:590160,Tata Nifty 50 Exchange Traded Fund,BSE Equity,B,INF277K015R5,BSE,NETF,590160,590160 NETF INF277K015R5 Tata Nifty 50 Exchange Traded Fund,true
BSE:780014,Has Lifestyle Ltd,BSE Equity,IP,INE888Q01016,BSE,HASJUICE,780014,780014 HASJUICE INE888Q01016 Has Lifestyle Ltd,true
BSE:780016,Web Element Solutions Ltd,BSE Equity,IP,INE562Q01017,BSE,WEBSL,780016,780016 WEBSL INE562Q01017 Web Element Solutions Ltd,true
BSE:780018,Adhiraj Distributors Ltd,BSE Equity,IP,INE067R01015,BSE,ADHIRAJ,780018,780018 ADHIRAJ INE067R01015 Adhiraj Distributors Ltd,true
BSE:890217,Aplab Ltd,BSE Equity,XT,IN9273A01047,BSE,APLABPP,890217,890217 APLABPP IN9273A01047 Aplab Ltd,true
BSE:890221,Spandana Sphoorty Financial Ltd,BSE Equity,B,IN9572J01019,BSE,SSFLPP,890221,890221 SSFLPP IN9572J01019 Spandana Sphoorty Financial Ltd,true
BSE:890226,Suraj Industries Ltd,BSE Equity,XT,IN9170U01035,BSE,SURAJINDPP,890226,890226 SURAJINDPP IN9170U01035 Suraj Industries Ltd,true
BSE:890228,Allcargo Terminals Ltd,BSE Equity,B,IN90NN701011,BSE,ATLPP,890228,890228 ATLPP IN90NN701011 Allcargo Terminals Ltd,true
BSE:890230,Ace Software Exports ltd,BSE Equity,X,IN9849B01026,BSE,ACESEPP,890230,890230 ACESEPP IN9849B01026 Ace Software Exports ltd,true
BSE:890231,ANIRIT VENTURES Ltd,BSE Equity,XT,IN9161F01019,BSE,ANIRITPP,890231,890231 ANIRITPP IN9161F01019 ANIRIT VENTURES Ltd,true
